title,magnitude,date_time,Community Determined Intensity,alert,tsunami,TUSNAMI,Significance score,net,dmin,magType,depth,latitude,longitude,location,continent,country
"M 6.6 - 74 km E of Tadine, New Caledonia",6.6,2017-11-19 15:09:00,4,green,Yes,1,676,us,0.529,mww,13,-21.5027,168.598,"Tadine, New Caledonia",Oceania,New Caledonia
"M 6.5 - 18 km W of Parrita, Costa Rica",6.5,2017-11-13 02:28:00,8,yellow,Yes,1,1153,us,0.225,mww,19.36,9.5147,-84.4865,"Parrita, Costa Rica",North America,Costa Rica
"M 7.3 - 29 km S of ?alabja, Iraq",7.3,2017-11-12 18:18:00,8,red,No,0,2790,us,0.284,mww,19,34.9109,45.9592,"?alabja, Iraq",Asia,"Iran, Islamic Republic of"
"M 6.5 - 67 km WSW of Angoram, Papua New Guinea",6.5,2017-11-07 21:26:00,6,green,Yes,1,661,us,4.449,mww,110.57,-4.2433,143.485,"Angoram, Papua New Guinea",Oceania,Papua New Guinea
"M 6.8 - 97 km NE of Hihifo, Tonga",6.8,2017-11-04 09:00:00,5,green,Yes,1,727,us,4.852,mww,10,-15.3197,-173.168,"Hihifo, Tonga",Oceania,Tonga
"M 6.6 - 101 km E of Tadine, New Caledonia",6.6,2017-11-01 02:23:00,3,green,Yes,1,674,us,0.788,mww,22,-21.6484,168.859,"Tadine, New Caledonia",Oceania,New Caledonia
"M 6.7 - 132 km E of Tadine, New Caledonia",6.7,2017-10-31 00:42:00,3,green,Yes,1,691,us,1.062,mww,24,-21.6971,169.148,"Tadine, New Caledonia",Oceania,New Caledonia
"M 6.7 - 181 km NNE of Maumere, Indonesia",6.7,2017-10-24 10:47:00,3,green,No,0,694,us,1.634,mww,553.81,-7.2168,123.074,"Maumere, Indonesia",Asia,Indonesia
"M 6.5 - 247 km ESE of Attu Station, Alaska",6.5,2017-10-08 22:34:00,3,green,Yes,1,651,us,1.154,mww,119,52.3909,176.769,"Attu Station, Alaska",North America,Russian Federation
"M 7.1 - 1 km S of Matzaco, Mexico",7.1,2017-09-19 18:14:00,9,,No,0,1686,us,0.984,mww,48,18.5499,-98.4887,"Matzaco, Mexico",North America,Mexico
"M 8.2 - near the coast of Chiapas, Mexico",8.2,2017-09-08 04:49:00,9,red,Yes,1,2910,us,0.944,mww,47.39,15.0222,-93.8993,"Chiapas, Mexico",North America,Mexico
"M 6.5 - 168 km SW of Mawu, China",6.5,2017-08-08 13:19:00,5,yellow,No,0,707,us,11.411,mww,9,33.1926,103.855,"Mawu, China",Asia,China
"M 6.6 - 11 km ENE of Kos, Greece",6.6,2017-07-20 22:31:00,7,yellow,No,0,1064,us,0.913,mww,7,36.9293,27.4139,"Kos, Greece",Asia,Türkiye
"M 7.7 - Komandorskiye Ostrova, Russia region",7.7,2017-07-17 23:34:00,8,green,Yes,1,918,us,3.564,mww,10,54.4434,168.857,"Komandorskiye Ostrova, Russia region",Europe,Russian Federation
"M 6.6 - Auckland Islands, New Zealand region",6.6,2017-07-11 07:00:00,5,green,Yes,1,704,us,3.773,mww,10,-49.4837,164.016,"Auckland Islands, New Zealand region",Oceania,New Zealand
"M 6.5 - 2 km S of Lim-oo, Philippines",6.5,2017-07-06 08:03:00,9,yellow,Yes,1,740,us,4.139,mww,9,11.1269,124.629,"Lim-oo, Philippines",Asia,Philippines
"M 6.8 - 28 km SW of Puerto San JosÃ©, Guatemala",6.8,2017-06-22 12:31:00,6,yellow,Yes,1,1034,us,1.065,mww,38.12,13.7174,-90.9718,"Puerto San JosÃ©, Guatemala",North America,Guatemala
"M 6.9 - 2 km SSW of San Pablo, Guatemala",6.9,2017-06-14 07:29:00,8,yellow,Yes,1,1188,us,0.247,mww,93,14.9091,-92.0092,"San Pablo, Guatemala",North America,Guatemala
"M 6.8 - 200 km NW of Attu Station, Alaska",6.8,2017-06-02 22:24:00,0,green,Yes,1,711,us,2.308,mww,5,54.0312,170.92,"Attu Station, Alaska",Europe,Russian Federation
"M 6.6 - 37 km WNW of Poso, Indonesia",6.6,2017-05-29 14:35:00,7,green,No,0,678,us,2.353,mww,12,-1.2923,120.431,"Poso, Indonesia",Asia,Indonesia
M 6.5 - South Sandwich Islands region,6.5,2017-05-10 23:23:00,0,green,Yes,1,650,us,6.489,mww,15,-56.414,-25.7432,South Sandwich Islands region,South America,South Georgia and the South Sandwich Islands
"M 6.8 - 59 km NNE of Port-Olry, Vanuatu",6.8,2017-05-09 13:52:00,6,green,Yes,1,713,us,7.495,mww,169,-14.5884,167.377,"Port-Olry, Vanuatu",Oceania,Vanuatu
"M 6.9 - 31 km SW of Burias, Philippines",6.9,2017-04-28 20:23:00,9,green,Yes,1,814,us,1.636,mww,26,5.5043,125.066,"Burias, Philippines",Asia,Philippines
"M 6.9 - 40 km W of ValparaÃ­so, Chile",6.9,2017-04-24 21:38:00,9,yellow,Yes,1,1642,us,0.356,mww,28,-33.0375,-72.0617,"ValparaÃ­so, Chile",South America,Chile
"M 6.5 - 132 km WSW of Moijabana, Botswana",6.5,2017-04-03 17:40:00,7,green,No,0,1297,us,2.36,mww,29,-22.6784,25.1558,"Moijabana, Botswana",Africa,Botswana
"M 6.6 - 81 km NNE of Ustâ€™-Kamchatsk Staryy, Russia",6.6,2017-03-29 04:09:00,6,yellow,Yes,1,671,us,4.591,mww,17,56.9401,162.786,"Ustâ€™-Kamchatsk Staryy, Russia",Asia,Russian Federation
M 6.9 - south of the Fiji Islands,6.9,2017-02-24 17:28:00,2,green,Yes,1,733,us,6.012,mww,414.5,-23.2593,-178.804,the Fiji Islands,Oceania,Tonga
"M 6.5 - 41 km E of Padilla, Bolivia",6.5,2017-02-21 14:09:00,3,green,No,0,653,us,4.242,mww,595.98,-19.2814,-63.9047,"Padilla, Bolivia",South America,"Bolivia, Plurinational State of"
"M 6.5 - 11 km N of Mabua, Philippines",6.5,2017-02-10 14:03:00,8,yellow,Yes,1,718,us,2.822,mww,15,9.9071,125.452,"Mabua, Philippines",Asia,Philippines
"M 7.9 - 35 km WNW of Panguna, Papua New Guinea",7.9,2017-01-22 04:30:00,9,yellow,Yes,1,987,us,3.625,mww,135,-6.2464,155.172,"Panguna, Papua New Guinea",Oceania,Papua New Guinea
"M 6.5 - 65 km W of Kirakira, Solomon Islands",6.5,2017-01-19 23:04:00,6,green,Yes,1,654,us,1.64,mww,36,-10.3506,161.335,"Kirakira, Solomon Islands",Oceania,Solomon Islands
"M 7.3 - 189 km SSE of Tabiauan, Philippines",7.3,2017-01-10 06:13:00,6,green,Yes,1,849,us,3.813,mww,627.17,4.4782,122.617,"Tabiauan, Philippines",Asia,Philippines
"M 6.9 - 225 km SW of Nadi, Fiji",6.9,2017-01-03 21:52:00,6,green,Yes,1,742,us,2.495,mww,12,-19.3733,176.052,"Nadi, Fiji",Oceania,Fiji
"M 7.6 - 41 km SW of QuellÃ³n, Chile",7.6,2016-12-25 14:22:00,9,yellow,Yes,1,1152,us,0.355,mww,38,-43.4064,-73.9413,"QuellÃ³n, Chile",South America,Chile
"M 6.7 - 151 km NE of Lospalos, Timor Leste",6.7,2016-12-21 00:17:00,5,green,No,0,726,us,3.38,mww,152,-7.5082,127.921,"Lospalos, Timor Leste",Asia,Timor-Leste
"M 7.9 - 140 km E of Kokopo, Papua New Guinea",7.9,2016-12-17 10:51:00,9,yellow,Yes,1,972,us,1.389,mww,94.54,-4.5049,153.522,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
"M 6.9 - 92 km WSW of Kirakira, Solomon Islands",6.9,2016-12-09 19:10:00,8,green,Yes,1,737,us,1.747,mww,19.73,-10.749,161.132,"Kirakira, Solomon Islands",Oceania,Solomon Islands
"M 6.5 - 79 km WSW of Kirakira, Solomon Islands",6.5,2016-12-08 21:56:00,0,green,No,0,650,us,1.937,mww,12.26,-10.8416,161.314,"Kirakira, Solomon Islands",Oceania,Solomon Islands
"M 7.8 - 69 km WSW of Kirakira, Solomon Islands",7.8,2016-12-08 17:38:00,9,green,Yes,1,961,us,1.836,mww,40,-10.6812,161.327,"Kirakira, Solomon Islands",Oceania,Solomon Islands
"M 6.6 - 164 km W of Ferndale, California",6.6,2016-12-08 14:49:00,5,green,Yes,1,1120,us,1.405,mww,8.45,40.4535,-126.194,"Ferndale, California",North America,United States
"M 6.5 - 14 km WNW of Reuleuet, Indonesia",6.5,2016-12-06 22:03:00,9,yellow,No,0,731,us,0.778,mww,13,5.2834,96.1678,"Reuleuet, Indonesia",Asia,Indonesia
"M 6.6 - 122 km N of Murghob, Tajikistan",6.6,2016-11-25 14:24:00,8,green,No,0,693,us,1.697,mww,17,39.2732,73.9776,"Murghob, Tajikistan",Asia,Tajikistan
"M 6.9 - 156 km SSW of Puerto El Triunfo, El Salvador",6.9,2016-11-24 18:43:00,5,green,Yes,1,855,us,1.796,mww,10,11.9097,-88.8968,"Puerto El Triunfo, El Salvador",North America,El Salvador
"M 6.9 - 35 km ESE of Namie, Japan",6.9,2016-11-21 20:59:00,9,green,Yes,1,1144,us,0.671,mww,9,37.3931,141.387,"Namie, Japan",Asia,Japan
"M 6.5 - 74 km NE of Amberley, New Zealand",6.5,2016-11-14 00:34:00,7,yellow,Yes,1,664,us,0.283,mww,9,-42.6058,173.254,"Amberley, New Zealand",Oceania,New Zealand
"M 6.5 - 92 km SSW of Blenheim, New Zealand",6.5,2016-11-13 11:32:00,6,yellow,Yes,1,656,us,0.135,mww,10,-42.3205,173.669,"Blenheim, New Zealand",Oceania,New Zealand
"M 7.8 - 53 km NNE of Amberley, New Zealand",7.8,2016-11-13 11:02:00,9,orange,Yes,1,1545,us,0.481,mww,15.11,-42.7373,173.054,"Amberley, New Zealand",Oceania,New Zealand
"M 6.6 - 5 km ESE of Preci, Italy",6.6,2016-10-30 06:40:00,9,red,No,0,2840,us,0.174,mww,8,42.8621,13.0961,"Preci, Italy",Europe,Italy
"M 6.6 - 161 km NNE of Pamanukan, Indonesia",6.6,2016-10-19 00:26:00,3,green,No,0,677,us,2.022,mww,614,-4.8626,108.163,"Pamanukan, Indonesia",Asia,Indonesia
"M 6.8 - 76 km WNW of Kandrian, Papua New Guinea",6.8,2016-10-17 06:14:00,3,green,Yes,1,716,us,3.727,mww,42,-6.0033,148.887,"Kandrian, Papua New Guinea",Oceania,Papua New Guinea
M 6.9 - Fiji region,6.9,2016-09-24 21:28:00,2,green,Yes,1,733,us,4.051,mww,596.4,-19.7819,-178.244,Fiji region,Oceania,Tonga
"M 7.0 - 175 km NE of Gisborne, New Zealand",7,2016-09-01 16:37:00,5,green,Yes,1,897,us,0.698,mww,19,-37.3586,179.146,"Gisborne, New Zealand",Oceania,New Zealand
"M 6.8 - 90 km NE of Rabaul, Papua New Guinea",6.8,2016-08-31 03:11:00,4,green,Yes,1,713,us,0.803,mww,476,-3.6849,152.792,"Rabaul, Papua New Guinea",Oceania,Papua New Guinea
"M 6.8 - 26 km W of Chauk, Myanmar",6.8,2016-08-24 10:34:00,6,yellow,No,0,981,us,1.802,mww,82,20.9228,94.569,"Chauk, Myanmar",Asia,Myanmar
M 7.2 - southeast of the Loyalty Islands,7.2,2016-08-12 01:26:00,6,green,Yes,1,799,us,4.823,mww,16.37,-22.4765,173.117,the Loyalty Islands,Oceania,Vanuatu
"M 7.7 - Pagan region, Northern Mariana Islands",7.7,2016-07-29 21:18:00,5,green,Yes,1,971,us,3.294,mww,196,18.5429,145.507,"Pagan region, Northern Mariana Islands",Oceania,Northern Mariana Islands
"M 6.6 - 80 km W of Sungai Penuh, Indonesia",6.6,2016-06-01 22:56:00,4,green,No,0,671,us,2.435,mww,50,-2.0967,100.665,"Sungai Penuh, Indonesia",Asia,Indonesia
M 7.2 - South Sandwich Islands region,7.2,2016-05-28 09:46:00,1,green,Yes,1,798,us,5.803,mww,78,-56.2409,-26.9353,South Sandwich Islands region,South America,South Georgia and the South Sandwich Islands
M 6.9 - ,6.9,2016-05-28 05:38:00,3,green,Yes,1,733,us,5.485,mww,405.69,-21.9724,-178.204,,Oceania,Tonga
"M 6.9 - 24 km NW of Rosa Zarate, Ecuador",6.9,2016-05-18 16:46:00,8,green,Yes,1,780,us,1.192,mww,29.95,0.4947,-79.616,"Rosa Zarate, Ecuador",South America,Ecuador
"M 6.7 - 32 km SE of Muisne, Ecuador",6.7,2016-05-18 07:57:00,5,green,Yes,1,744,us,1.352,mww,16,0.4261,-79.7899,"Muisne, Ecuador",South America,Ecuador
"M 7.0 - 3 km NW of Norsup, Vanuatu",7,2016-04-28 19:33:00,7,green,Yes,1,755,us,0.616,mww,24,-16.0429,167.379,"Norsup, Vanuatu",Oceania,Vanuatu
"M 7.8 - 27 km SSE of Muisne, Ecuador",7.8,2016-04-16 23:58:00,9,orange,Yes,1,1163,us,1.44,mww,20.59,0.3819,-79.9218,"Muisne, Ecuador",South America,Ecuador
"M 7.0 - 6 km ESE of Kumamoto, Japan",7,2016-04-15 16:25:00,9,red,Yes,1,2074,us,0.349,mww,10,32.7906,130.754,"Kumamoto, Japan",Asia,Japan
"M 6.9 - 76 km SE of Mawlaik, Myanmar",6.9,2016-04-13 13:55:00,6,yellow,No,0,903,us,3.001,mww,136,23.0944,94.8654,"Mawlaik, Myanmar",Asia,Myanmar
"M 6.6 - 42 km WSW of Ashk?sham, Afghanistan",6.6,2016-04-10 10:28:00,6,green,No,0,738,us,0.789,mww,212,36.4725,71.1311,"Ashk?sham, Afghanistan",Asia,Afghanistan
"M 6.7 - 104 km W of Sola, Vanuatu",6.7,2016-04-07 03:32:00,7,green,Yes,1,692,us,6.787,mww,27.59,-13.9805,166.594,"Sola, Vanuatu",Oceania,Vanuatu
"M 6.7 - 102 km WSW of Sola, Vanuatu",6.7,2016-04-06 06:58:00,7,green,Yes,1,691,us,6.697,mww,24,-14.0683,166.624,"Sola, Vanuatu",Oceania,Vanuatu
"M 6.9 - 82 km NNW of Port-Olry, Vanuatu",6.9,2016-04-03 08:23:00,7,green,Yes,1,734,us,1.166,mww,26,-14.3235,166.855,"Port-Olry, Vanuatu",Oceania,Vanuatu
"M 7.8 - southwest of Sumatra, Indonesia",7.8,2016-03-02 12:49:00,4,green,No,0,948,us,7.009,mww,24,-4.9521,94.3299,"Sumatra, Indonesia",Asia,Indonesia
"M 7.2 - 80 km S of Milâ€™kovo, Russia",7.2,2016-01-30 03:25:00,3,green,Yes,1,799,us,0.958,mww,177,53.9776,158.546,"Milâ€™kovo, Russia",Asia,Russian Federation
"M 7.1 - 47 km ESE of Pedro Bay, Alaska",7.1,2016-01-24 10:30:00,7,green,Yes,1,1496,ak,0,mw,125.6,59.6204,-153.339,"Pedro Bay, Alaska",North America,United States
"M 6.6 - 203 km SW of La Cruz de Loreto, Mexico",6.6,2016-01-21 18:06:00,3,green,Yes,1,673,us,2.413,mww,10,18.8239,-106.934,"La Cruz de Loreto, Mexico",North America,Mexico
"M 6.7 - 52 km SE of Shizunai-furukawach?, Japan",6.7,2016-01-14 03:25:00,5,green,Yes,1,717,us,0.281,mww,46,41.9723,142.781,"Shizunai-furukawach?, Japan",Asia,Japan
"M 6.5 - 227 km SE of Sarangani, Philippines",6.5,2016-01-11 16:38:00,3,green,Yes,1,651,us,3.144,mww,13,3.8965,126.862,"Sarangani, Philippines",Asia,Indonesia
"M 6.7 - 29 km W of Imph?l, India",6.7,2016-01-03 23:05:00,8,orange,No,0,1515,us,1.794,mww,55,24.8036,93.6505,"Imph?l, India",Asia,India
"M 6.6 - 4 km W of Manuel Ãvila Camacho (Ponte Duro), Mexico",6.6,2015-12-17 19:49:00,8,green,Yes,1,765,us,0.41,mww,85,15.8015,-93.633,"Manuel Ãvila Camacho (Ponte Duro), Mexico",North America,Mexico
"M 6.9 - 107 km SE of Amahai, Indonesia",6.9,2015-12-09 10:21:00,8,green,No,0,738,us,2.979,mww,21,-4.1064,129.508,"Amahai, Indonesia",Asia,Indonesia
"M 7.2 - 104 km W of Murghob, Tajikistan",7.2,2015-12-07 07:50:00,4,green,No,0,827,us,1.116,mww,22,38.2107,72.7797,"Murghob, Tajikistan",Asia,Tajikistan
"M 6.7 - 125 km SSW of TarauacÃ¡, Brazil",6.7,2015-11-26 05:45:00,2,green,No,0,691,us,2.033,mww,602.75,-9.1825,-71.2574,"TarauacÃ¡, Brazil",South America,Brazil
"M 7.6 - 185 km WNW of IÃ±apari, Peru",7.6,2015-11-24 22:50:00,5,green,No,0,896,us,2.852,mww,620.56,-10.0598,-71.0184,"IÃ±apari, Peru",South America,Peru
"M 7.6 - 155 km WNW of IÃ±apari, Peru",7.6,2015-11-24 22:45:00,6,green,Yes,1,957,us,3.287,mww,606.21,-10.5372,-70.9437,"IÃ±apari, Peru",South America,Peru
"M 6.8 - 153 km WSW of Buala, Solomon Islands",6.8,2015-11-18 18:31:00,5,green,Yes,1,715,us,1.599,mww,12.59,-8.8994,158.422,"Buala, Solomon Islands",Oceania,Solomon Islands
"M 6.5 - 19 km SSW of LefkÃ¡da, Greece",6.5,2015-11-17 07:10:00,7,orange,No,0,1018,us,0,mww,11,38.67,20.6,"LefkÃ¡da, Greece",Europe,Greece
"M 6.7 - 140 km WSW of Makurazaki, Japan",6.7,2015-11-13 20:51:00,5,green,No,0,702,us,1.444,mww,12,31.0009,128.873,"Makurazaki, Japan",Asia,Japan
"M 6.9 - 85 km NW of Coquimbo, Chile",6.9,2015-11-11 02:46:00,5,green,No,0,744,us,0.821,mww,10,-29.5097,-72.0585,"Coquimbo, Chile",South America,Chile
"M 6.9 - 81 km NW of Coquimbo, Chile",6.9,2015-11-11 01:54:00,6,green,Yes,1,761,us,0.784,mww,12,-29.5067,-72.0068,"Coquimbo, Chile",South America,Chile
"M 6.6 - Nicobar Islands, India region",6.6,2015-11-08 16:47:00,7,green,No,0,675,us,2.792,mww,10,6.8431,94.648,"Nicobar Islands, India region",Asia,Indonesia
"M 6.8 - 39 km SW of Ovalle, Chile",6.8,2015-11-07 07:31:00,7,green,Yes,1,841,us,0.258,mww,46,-30.8796,-71.4519,"Ovalle, Chile",South America,Chile
"M 6.5 - 47 km NW of Maubara, Timor Leste",6.5,2015-11-04 03:44:00,5,green,No,0,657,us,1.53,mww,20,-8.3381,124.875,"Maubara, Timor Leste",Asia,Indonesia
"M 7.5 - Hindu Kush region, Afghanistan",7.5,2015-10-26 09:09:00,8,orange,No,0,1448,us,0.622,mww,231,36.5244,70.3676,"Hindu Kush region, Afghanistan",Asia,Afghanistan
"M 7.1 - 31 km NE of Port-Olry, Vanuatu",7.1,2015-10-20 21:52:00,6,green,Yes,1,780,us,0.592,mww,135,-14.8595,167.303,"Port-Olry, Vanuatu",Oceania,Vanuatu
"M 6.6 - 28 km N of Sorong, Indonesia",6.6,2015-09-24 15:53:00,7,green,No,0,671,us,2.486,mww,18,-0.6212,131.262,"Sorong, Indonesia",Asia,Indonesia
"M 6.6 - 22 km WSW of Illapel, Chile",6.6,2015-09-21 17:40:00,5,green,Yes,1,820,us,1.064,mww,35,-31.7275,-71.3792,"Illapel, Chile",South America,Chile
"M 6.7 - 61 km WNW of Illapel, Chile",6.7,2015-09-17 04:10:00,5,green,No,0,718,us,0.853,mww,23,-31.5173,-71.804,"Illapel, Chile",South America,Chile
"M 6.5 - 54 km WNW of Illapel, Chile",6.5,2015-09-17 03:55:00,6,green,No,0,657,us,0.749,mww,27,-31.4244,-71.6876,"Illapel, Chile",South America,Chile
"M 7.0 - 25 km WNW of Illapel, Chile",7,2015-09-16 23:18:00,8,green,No,0,799,us,0.903,mww,28.41,-31.5622,-71.4262,"Illapel, Chile",South America,Chile
"M 8.3 - 48 km W of Illapel, Chile",8.3,2015-09-16 22:54:00,9,orange,Yes,1,1960,us,0.684,mww,22.44,-31.5729,-71.6744,"Illapel, Chile",South America,Chile
"M 6.7 - 95 km SW of Topolobampo, Mexico",6.7,2015-09-13 08:14:00,5,green,Yes,1,708,us,1.256,mww,10,24.913,-109.623,"Topolobampo, Mexico",North America,Mexico
"M 6.5 - 177 km SE of Gizo, Solomon Islands",6.5,2015-08-12 18:49:00,0,green,Yes,1,650,us,2.045,mww,6.43,-9.3293,157.877,"Gizo, Solomon Islands",Oceania,Solomon Islands
"M 6.6 - 186 km WNW of Malango, Solomon Islands",6.6,2015-08-10 04:12:00,3,green,Yes,1,671,us,1.872,mww,22,-9.3438,158.053,"Malango, Solomon Islands",Oceania,Solomon Islands
"M 7.0 - 234 km W of Abepura, Indonesia",7,2015-07-27 21:41:00,9,green,Yes,1,762,us,6.278,mww,48,-2.6286,138.528,"Abepura, Indonesia",Asia,Indonesia
"M 6.9 - Fox Islands, Aleutian Islands, Alaska",6.9,2015-07-27 04:49:00,4,green,Yes,1,734,us,0.444,mww,29,52.376,-169.446,"Fox Islands, Aleutian Islands, Alaska",North America,United States
"M 7.0 - 80 km WNW of Lata, Solomon Islands",7,2015-07-18 02:27:00,8,green,Yes,1,759,us,5.205,mww,11,-10.4012,165.141,"Lata, Solomon Islands",Oceania,Solomon Islands
"M 6.5 - 128 km NE of Bathsheba, Barbados",6.5,2015-07-16 15:16:00,4,green,Yes,1,686,us,1.218,mww,20,13.8672,-58.5479,"Bathsheba, Barbados",North America,Barbados
"M 6.7 - 150 km WNW of Malango, Solomon Islands",6.7,2015-07-10 04:12:00,4,green,Yes,1,691,us,1.529,mww,12,-9.307,158.403,"Malango, Solomon Islands",Oceania,Solomon Islands
"M 6.5 - Bonin Islands, Japan region",6.5,2015-06-23 12:18:00,3,green,No,0,652,us,2.277,mww,460,27.7375,139.725,"Bonin Islands, Japan region",Asia,Japan
"M 7.8 - Bonin Islands, Japan region",7.8,2015-05-30 11:23:00,6,green,Yes,1,1151,us,1.675,mww,664,27.8386,140.493,"Bonin Islands, Japan region",Asia,Japan
"M 6.8 - 117 km SSE of Ugashik, Alaska",6.8,2015-05-29 07:00:00,5,green,Yes,1,762,ak,0,mw,72.6,56.594,-156.43,"Ugashik, Alaska",North America,United States
"M 6.8 - 159 km ESE of Kirakira, Solomon Islands",6.8,2015-05-22 23:59:00,1,green,Yes,1,711,us,3.619,mww,10,-11.1093,163.215,"Kirakira, Solomon Islands",Oceania,Solomon Islands
"M 6.9 - 205 km ESE of Kirakira, Solomon Islands",6.9,2015-05-22 21:45:00,1,green,Yes,1,732,us,4.024,mww,11.19,-11.0559,163.696,"Kirakira, Solomon Islands",Oceania,Solomon Islands
"M 6.8 - 178 km W of Lata, Solomon Islands",6.8,2015-05-20 22:48:00,1,green,Yes,1,711,us,4.395,mww,11,-10.8759,164.169,"Lata, Solomon Islands",Oceania,Solomon Islands
"M 6.8 - 32 km SE of ?funato, Japan",6.8,2015-05-12 21:12:00,8,green,Yes,1,831,us,1.422,mww,35,38.9056,142.032,"?funato, Japan",Asia,Japan
M 7.3 - Nepal,7.3,2015-05-12 07:05:00,8,orange,No,0,1563,us,0.677,mww,15,27.8087,86.0655,Nepal,Asia,Nepal
"M 7.1 - 143 km SW of Panguna, Papua New Guinea",7.1,2015-05-07 07:10:00,1,green,Yes,1,776,us,3.835,mww,10,-7.2175,154.557,"Panguna, Papua New Guinea",Oceania,Papua New Guinea
"M 7.5 - 131 km SSW of Kokopo, Papua New Guinea",7.5,2015-05-05 01:44:00,7,green,Yes,1,869,us,1.295,mww,55,-5.4624,151.875,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
"M 6.8 - 109 km SSW of Kokopo, Papua New Guinea",6.8,2015-05-01 08:06:00,5,green,Yes,1,714,us,1.074,mww,44,-5.2005,151.777,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
"M 6.7 - 126 km SSW of Kokopo, Papua New Guinea",6.7,2015-04-30 10:45:00,5,green,Yes,1,692,us,1.239,mww,31,-5.375,151.771,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
"M 6.7 - 21 km SSE of Kod?ri??, Nepal",6.7,2015-04-26 07:09:00,7,yellow,No,0,1016,us,0.727,mww,22.91,27.7711,86.0173,"Kod?ri??, Nepal",Asia,Nepal
"M 6.6 - 71 km NNE of Bharatpur, Nepal",6.6,2015-04-25 06:45:00,8,yellow,No,0,733,us,1.778,mww,10,28.2244,84.8216,"Bharatpur, Nepal",Asia,Nepal
"M 7.8 - 67 km NNE of Bharatpur, Nepal",7.8,2015-04-25 06:11:00,8,red,No,0,2820,us,1.857,mww,8.22,28.2305,84.7314,"Bharatpur, Nepal",Asia,Nepal
"M 6.5 - 181 km SSW of Alo, Wallis and Futuna",6.5,2015-04-17 15:52:00,0,green,Yes,1,650,us,3.702,mww,10,-15.8815,-178.6,"Alo, Wallis and Futuna",Oceania,Wallis and Futuna
"M 6.5 - 96 km ENE of Hihifo, Tonga",6.5,2015-03-30 08:48:00,2,green,Yes,1,650,us,4.629,mww,11,-15.4994,-173.029,"Hihifo, Tonga",Oceania,Tonga
"M 7.5 - 53 km SE of Kokopo, Papua New Guinea",7.5,2015-03-29 23:48:00,6,green,Yes,1,872,us,0.666,mww,41,-4.7294,152.562,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
"M 7.0 - 150 km NNE of Maumere, Indonesia",7,2015-02-27 13:45:00,4,green,No,0,760,us,1.362,mww,552.06,-7.2968,122.535,"Maumere, Indonesia",Asia,Indonesia
"M 6.7 - 83 km ENE of Miyako, Japan",6.7,2015-02-16 23:06:00,5,green,Yes,1,714,us,1.925,mww,23,39.8558,142.881,"Miyako, Japan",Asia,Japan
"M 6.7 - 103 km W of El Aguilar, Argentina",6.7,2015-02-11 18:57:00,4,green,Yes,1,700,us,2.11,mww,223,-23.1125,-66.688,"El Aguilar, Argentina",South America,Argentina
"M 6.8 - 81 km NNE of Port-Vila, Vanuatu",6.8,2015-01-23 03:47:00,1,green,Yes,1,711,us,2.019,mww,219.96,-17.0309,168.52,"Port-Vila, Vanuatu",Oceania,Vanuatu
"M 6.5 - 236 km S of Punta de Burica, Panama",6.5,2015-01-07 05:07:00,1,green,Yes,1,650,us,4.318,mww,8,5.9045,-82.6576,"Punta de Burica, Panama",North America,Panama
"M 6.6 - 22 km ESE of Punta de Burica, Panama",6.6,2014-12-08 08:54:00,7,green,Yes,1,709,us,2.485,mww,20,7.9401,-82.6865,"Punta de Burica, Panama",North America,Panama
"M 6.6 - 115 km W of Panguna, Papua New Guinea",6.6,2014-12-07 01:22:00,1,green,Yes,1,670,us,3.246,mww,23,-6.5108,154.46,"Panguna, Papua New Guinea",Oceania,Papua New Guinea
"M 6.6 - 106 km WSW of Sangay, Philippines",6.6,2014-12-02 05:11:00,1,green,No,0,670,us,2.6,mww,614,6.1572,123.126,"Sangay, Philippines",Asia,Philippines
"M 6.8 - 157 km NW of Ternate, Indonesia",6.8,2014-11-26 14:33:00,6,green,Yes,1,713,us,1.421,mww,39,1.9604,126.575,"Ternate, Indonesia",Asia,Indonesia
"M 6.5 - 123 km WNW of Tobelo, Indonesia",6.5,2014-11-21 10:10:00,5,green,Yes,1,652,us,1.549,mww,35,2.2999,127.056,"Tobelo, Indonesia",Asia,Indonesia
"M 6.7 - 183 km NE of Gisborne, New Zealand",6.7,2014-11-16 22:33:00,7,green,Yes,1,698,us,1.079,mww,22,-37.6478,179.662,"Gisborne, New Zealand",Oceania,New Zealand
"M 7.1 - 155 km NW of Ternate, Indonesia",7.1,2014-11-15 02:31:00,4,green,Yes,1,779,us,1.397,mww,45,1.8929,126.522,"Ternate, Indonesia",Asia,Indonesia
"M 6.6 - 76 km NE of Finschhafen, Papua New Guinea",6.6,2014-11-07 03:33:00,2,green,Yes,1,671,us,3.557,mww,53.19,-5.9873,148.232,"Finschhafen, Papua New Guinea",Oceania,Papua New Guinea
M 7.1 - Fiji region,7.1,2014-11-01 18:57:00,3,green,Yes,1,776,us,4.415,mww,434,-19.6903,-177.759,Fiji region,Oceania,Tonga
