title,magnitude,date_time,Community Determined Intensity,alert,tsunami,TUSNAMI,Significance score,net,dmin,magType,depth,latitude,longitude,location,continent,country
"M 7.3 - 74 km S of IntipucÃ¡, El Salvador",7.3,2014-10-14 03:51:00,8,yellow,Yes,1,982,us,1.078,mww,40,12.5262,-88.1225,"IntipucÃ¡, El Salvador",North America,El Salvador
"M 6.7 - 43 km NW of Piti Village, Guam",6.7,2014-09-17 06:14:00,5,green,Yes,1,724,us,0.46,mww,130,13.7641,144.429,"Piti Village, Guam",Oceania,Guam
"M 6.8 - 38 km NW of Aniso, Peru",6.8,2014-08-24 23:21:00,6,green,Yes,1,741,us,4.107,mww,101,-14.598,-73.5714,"Aniso, Peru",South America,Peru
M 6.9 - Federated States of Micronesia region,6.9,2014-08-03 00:22:00,0,green,Yes,1,732,us,6.393,mww,13,0.8295,146.169,Micronesia region,Oceania,Papua New Guinea
M 6.9 - Fiji region,6.9,2014-07-21 14:54:00,0,green,Yes,1,732,us,3.934,mww,615.42,-19.8015,-178.4,Fiji region,Oceania,Tonga
"M 6.5 - 139 km ESE of Namie, Japan",6.5,2014-07-11 19:22:00,5,green,Yes,1,706,us,2.421,mww,20,37.0052,142.452,"Namie, Japan",Asia,Japan
"M 6.9 - 4 km W of Puerto Madero, Mexico",6.9,2014-07-07 11:23:00,8,orange,Yes,1,1079,us,0.263,mww,53,14.724,-92.4614,"Puerto Madero, Mexico",North America,Mexico
"M 6.5 - 217 km SSE of Kokopo, Papua New Guinea",6.5,2014-07-04 15:00:00,0,green,Yes,1,650,us,2.124,mww,20,-6.2304,152.807,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
"M 6.7 - 201 km SSE of Mata-Utu, Wallis and Futuna",6.7,2014-06-29 17:15:00,0,green,Yes,1,691,us,6.713,mww,18,-14.9831,-175.51,"Mata-Utu, Wallis and Futuna",Oceania,Wallis and Futuna
M 6.9 - South Sandwich Islands region,6.9,2014-06-29 07:52:00,0,green,Yes,1,732,us,4.838,mww,8,-55.4703,-28.3669,South Sandwich Islands region,South America,South Georgia and the South Sandwich Islands
"M 7.9 - Rat Islands, Aleutian Islands, Alaska",7.9,2014-06-23 20:53:00,6,green,Yes,1,963,us,0.133,mww,109,51.8486,178.735,"Rat Islands, Aleutian Islands, Alaska",North America,Russian Federation
"M 6.7 - Kermadec Islands, New Zealand",6.7,2014-06-23 20:06:00,0,green,No,0,691,us,0.748,mwc,26.59,-29.9414,-177.607,"Kermadec Islands, New Zealand",Oceania,Tonga
"M 6.5 - Kermadec Islands, New Zealand",6.5,2014-06-23 19:21:00,0,green,No,0,650,us,0.778,mwc,10,-29.9379,-177.516,"Kermadec Islands, New Zealand",Oceania,Tonga
"M 6.9 - Kermadec Islands, New Zealand",6.9,2014-06-23 19:19:00,0,green,Yes,1,732,us,0.751,mww,20,-29.9772,-177.725,"Kermadec Islands, New Zealand",Oceania,Tonga
"M 6.9 - 21 km SSW of KamariÃ³tissa, Greece",6.9,2014-05-24 09:25:00,9,green,No,0,951,us,0.402,mww,6.43,40.2893,25.3889,"KamariÃ³tissa, Greece",Europe,Greece
"M 6.5 - 110 km SE of Punta de Burica, Panama",6.5,2014-05-13 06:35:00,7,green,Yes,1,694,us,3.121,mww,10,7.2096,-82.3045,"Punta de Burica, Panama",North America,Panama
"M 6.6 - 239 km SSE of Isangel, Vanuatu",6.6,2014-05-01 06:36:00,0,green,Yes,1,670,us,3.34,mww,106,-21.4542,170.355,"Isangel, Vanuatu",Oceania,Vanuatu
"M 6.5 - 107 km WSW of Vernon, Canada",6.5,2014-04-24 03:10:00,4,green,Yes,1,838,us,0,mww,10,49.6388,-127.732,"Vernon, Canada",North America,Canada
"M 7.5 - 70 km SW of Panguna, Papua New Guinea",7.5,2014-04-19 13:28:00,0,green,Yes,1,865,us,3.82,mww,43.37,-6.7547,155.024,"Panguna, Papua New Guinea",Oceania,Papua New Guinea
"M 6.6 - 57 km SW of Panguna, Papua New Guinea",6.6,2014-04-19 01:04:00,0,green,Yes,1,670,us,3.803,mww,29,-6.6558,155.087,"Panguna, Papua New Guinea",Oceania,Papua New Guinea
"M 7.2 - 9 km ENE of Coyuquilla Norte, Mexico",7.2,2014-04-18 14:27:00,8,yellow,Yes,1,1017,us,2.25,mww,24,17.397,-100.972,"Coyuquilla Norte, Mexico",North America,Mexico
"M 6.6 - 75 km S of Kirakira, Solomon Islands",6.6,2014-04-13 13:24:00,0,green,No,0,670,us,2.666,mww,10,-11.1284,162.052,"Kirakira, Solomon Islands",Oceania,Solomon Islands
"M 7.4 - 112 km S of Kirakira, Solomon Islands",7.4,2014-04-13 12:36:00,0,green,Yes,1,842,us,2.885,mww,39,-11.4633,162.051,"Kirakira, Solomon Islands",Oceania,Solomon Islands
"M 7.6 - 93 km SSE of Kirakira, Solomon Islands",7.6,2014-04-12 20:14:00,0,green,Yes,1,889,us,2.828,mww,22.56,-11.2701,162.148,"Kirakira, Solomon Islands",Oceania,Solomon Islands
"M 6.6 - 15 km N of BelÃ©n, Nicaragua",6.6,2014-04-11 20:29:00,6,green,Yes,1,677,us,0.761,mww,135,11.642,-85.8779,"BelÃ©n, Nicaragua",North America,Nicaragua
"M 6.5 - 78 km SW of Panguna, Papua New Guinea",6.5,2014-04-11 08:16:00,0,green,Yes,1,650,us,3.787,mww,20,-6.7878,154.95,"Panguna, Papua New Guinea",Oceania,Papua New Guinea
"M 7.1 - 56 km WSW of Panguna, Papua New Guinea",7.1,2014-04-11 07:07:00,0,green,Yes,1,776,us,3.729,mww,60.53,-6.5858,155.048,"Panguna, Papua New Guinea",Oceania,Papua New Guinea
"M 7.7 - 53 km SW of Iquique, Chile",7.7,2014-04-03 02:43:00,8,yellow,Yes,1,1057,us,1.029,mww,22.4,-20.5709,-70.4931,"Iquique, Chile",South America,Chile
"M 6.5 - 45 km WSW of Iquique, Chile",6.5,2014-04-03 01:58:00,7,green,No,0,670,us,0.828,mww,24.07,-20.3113,-70.5756,"Iquique, Chile",South America,Chile
"M 6.9 - 90 km WNW of Iquique, Chile",6.9,2014-04-01 23:57:00,0,green,No,0,732,us,0.828,mww,28.42,-19.8927,-70.9455,"Iquique, Chile",South America,Chile
"M 8.2 - 93 km NW of Iquique, Chile",8.2,2014-04-01 23:46:00,9,yellow,Yes,1,1332,us,0.609,mww,25,-19.6097,-70.7691,"Iquique, Chile",South America,Chile
"M 6.7 - 63 km WNW of Iquique, Chile",6.7,2014-03-16 21:16:00,7,green,Yes,1,718,us,1.008,mww,20,-19.9807,-70.7022,"Iquique, Chile",South America,Chile
"M 6.8 - 77 km WNW of Indianola, California",6.8,2014-03-10 05:18:00,5,green,Yes,1,1211,nc,0.6568,mw,16.441,40.8287,-125.134,"Indianola, California",North America,United States
"M 6.5 - 109 km NW of Nago, Japan",6.5,2014-03-02 20:11:00,4,green,Yes,1,668,us,1.001,mww,119,27.4312,127.367,"Nago, Japan",Asia,Japan
"M 6.5 - 171 km NNE of Greenland, Barbados",6.5,2014-02-18 09:27:00,5,green,Yes,1,681,us,1.635,mww,14.83,14.6682,-58.9272,"Greenland, Barbados",North America,Barbados
"M 6.9 - 272 km ESE of Hotan, China",6.9,2014-02-12 09:19:00,3,yellow,No,0,733,us,7.496,mww,10,35.9053,82.5864,"Hotan, China",Asia,China
"M 6.5 - 32 km E of Port-Olry, Vanuatu",6.5,2014-02-07 08:40:00,0,green,Yes,1,650,us,0.409,mww,122,-15.0691,167.372,"Port-Olry, Vanuatu",Oceania,Vanuatu
M 6.5 - south of the Kermadec Islands,6.5,2014-02-02 09:26:00,0,green,Yes,1,650,us,3.651,mww,44.26,-32.9076,-177.881,the Kermadec Islands,Oceania,New Zealand
"M 6.5 - 32 km W of Sola, Vanuatu",6.5,2014-01-01 16:03:00,0,green,Yes,1,650,us,3.997,mww,187,-13.8633,167.249,"Sola, Vanuatu",Oceania,Vanuatu
M 6.5 - Fiji region,6.5,2013-11-23 07:48:00,3,green,No,0,651,us,5.194,mww,371,-17.1171,-176.545,Fiji region,Oceania,Tonga
M 7.7 - Scotia Sea,7.7,2013-11-17 09:04:00,1,green,Yes,1,912,us,8.05,mww,10,-60.2738,-46.4011,Scotia Sea,South America,South Georgia and the South Sandwich Islands
M 6.9 - Scotia Sea,6.9,2013-11-16 03:34:00,0,green,Yes,1,732,us,8.284,mww,9.97,-60.2627,-47.0621,Scotia Sea,South America,South Georgia and the South Sandwich Islands
"M 6.6 - 41 km SSW of Coquimbo, Chile",6.6,2013-10-31 23:03:00,6,green,Yes,1,723,us,0.636,mww,27,-30.2921,-71.5215,"Coquimbo, Chile",South America,Chile
"M 7.1 - off the east coast of Honshu, Japan",7.1,2013-10-25 17:10:00,6,green,Yes,1,872,us,3.968,mww,35,37.1557,144.661,"off the east coast of Honshu, Japan",Asia,Japan
"M 6.6 - 98 km SW of Etchoropo, Mexico",6.6,2013-10-19 17:54:00,8,green,Yes,1,692,us,1.98,mww,9.45,26.0913,-110.321,"Etchoropo, Mexico",North America,Mexico
"M 6.8 - 62 km WSW of Panguna, Papua New Guinea",6.8,2013-10-16 10:30:00,0,green,Yes,1,711,us,5.79,mww,35,-6.4456,154.931,"Panguna, Papua New Guinea",Oceania,Papua New Guinea
"M 7.1 - 4 km SE of Sagbayan, Philippines",7.1,2013-10-15 00:12:00,9,orange,Yes,1,1092,us,3.144,mww,19.04,9.8796,124.117,"Sagbayan, Philippines",Asia,Philippines
"M 6.6 - 36 km W of KÃ­ssamos, Greece",6.6,2013-10-12 13:11:00,5,yellow,No,0,691,us,1.984,mww,40,35.5142,23.2523,"KÃ­ssamos, Greece",Europe,Greece
M 6.7 - Sea of Okhotsk,6.7,2013-10-01 03:38:00,0,green,No,0,691,us,2.958,mww,573,53.1995,152.786,Okhotsk,Europe,Russian Federation
"M 6.5 - Kermadec Islands, New Zealand",6.5,2013-09-30 05:55:00,0,green,Yes,1,650,us,1.709,mww,41.54,-30.9255,-178.323,"Kermadec Islands, New Zealand",Oceania,Tonga
"M 6.8 - 129 km WSW of Khuzdar, Pakistan",6.8,2013-09-28 07:34:00,7,orange,No,0,1005,us,7.359,mww,12,27.1825,65.5052,"Khuzdar, Pakistan",Asia,Pakistan
"M 7.1 - 16 km WSW of Atiquipa, Peru",7.1,2013-09-25 16:42:00,8,green,Yes,1,843,us,4.446,mww,40,-15.8385,-74.5112,"Atiquipa, Peru",South America,Peru
"M 7.7 - 113 km NW of Bela, Pakistan",7.7,2013-09-24 11:29:00,5,red,No,0,2015,us,7.241,mww,15,26.951,65.5009,"Bela, Pakistan",Asia,Pakistan
"M 6.5 - 81 km SSW of Atka, Alaska",6.5,2013-09-04 02:32:00,0,green,Yes,1,650,us,0.735,mww,20,51.5573,-174.767,"Atka, Alaska",North America,United States
"M 6.5 - Izu Islands, Japan region",6.5,2013-09-04 00:18:00,5,green,No,0,739,us,3.276,mww,402,29.9377,138.833,"Izu Islands, Japan region",Asia,Japan
"M 6.5 - 180 km NE of Lospalos, Timor Leste",6.5,2013-09-01 11:52:00,4,green,No,0,668,us,3.097,mww,112,-7.44,128.221,"Lospalos, Timor Leste",Asia,Timor-Leste
"M 7.0 - 101 km SW of Atka, Alaska",7,2013-08-30 16:25:00,5,green,No,0,758,us,0.624,mww,29,51.537,-175.23,"Atka, Alaska",North America,United States
"M 6.5 - 29 km SE of Blenheim, New Zealand",6.5,2013-08-16 02:31:00,9,yellow,Yes,1,690,us,0,mww,8.2,-41.734,174.152,"Blenheim, New Zealand",Oceania,New Zealand
"M 6.7 - 101 km WSW of BahÃ­a Solano, Colombia",6.7,2013-08-13 15:43:00,4,green,Yes,1,715,us,3.741,mww,12,5.7732,-78.1999,"BahÃ­a Solano, Colombia",South America,Colombia
"M 6.5 - 38 km ESE of Blenheim, New Zealand",6.5,2013-07-21 05:09:00,6,yellow,Yes,1,693,us,0,mww,17,-41.704,174.337,"Blenheim, New Zealand",Oceania,New Zealand
M 7.3 - South Sandwich Islands region,7.3,2013-07-15 14:03:00,0,green,Yes,1,820,us,0,mww,11,-60.857,-25.07,South Sandwich Islands region,South America,South Georgia and the South Sandwich Islands
"M 6.6 - 26 km NE of Kandrian, Papua New Guinea",6.6,2013-07-07 20:30:00,4,green,No,0,674,us,0,mww,56,-6.029,149.706,"Kandrian, Papua New Guinea",Oceania,Papua New Guinea
"M 7.3 - 190 km ENE of Kokopo, Papua New Guinea",7.3,2013-07-07 18:35:00,0,green,Yes,1,820,us,0,mww,385.5,-3.917,153.927,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
M 6.6 - northern Mid-Atlantic Ridge,6.6,2013-06-24 22:04:00,0,green,Yes,1,670,us,0,mww,10,10.701,-42.594,northern Mid-Atlantic Ridge,South America,French Guiana
"M 6.5 - 44 km W of Masachapa, Nicaragua",6.5,2013-06-15 17:34:00,5,green,Yes,1,679,us,0,mww,30,11.763,-86.926,"Masachapa, Nicaragua",North America,Nicaragua
"M 6.7 - south of Java, Indonesia",6.7,2013-06-13 16:47:00,5,green,No,0,710,us,0,mww,9,-10.004,107.236,"Java, Indonesia",Asia,Christmas Island
M 6.7 - Sea of Okhotsk,6.7,2013-05-24 14:56:00,0,green,Yes,1,691,us,0,mwb,624,52.235,151.444,Okhotsk,Europe,Russian Federation
M 8.3 - Sea of Okhotsk,8.3,2013-05-24 05:44:00,5,green,Yes,1,1115,us,0,mww,598.1,54.892,153.221,Okhotsk,Europe,Russian Federation
"M 7.4 - 292 km SW of Vaini, Tonga",7.4,2013-05-23 17:19:00,0,green,Yes,1,842,us,0,mww,173.7,-23.009,-177.232,"Vaini, Tonga",Oceania,Tonga
"M 6.8 - Pagan region, Northern Mariana Islands",6.8,2013-05-14 00:32:00,0,green,No,0,711,us,0,mww,602.2,18.728,145.288,"Pagan region, Northern Mariana Islands",Oceania,Northern Mariana Islands
"M 6.5 - 33 km N of Rabaul, Papua New Guinea",6.5,2013-04-23 23:14:00,0,green,Yes,1,650,us,0,mww,10,-3.898,152.127,"Rabaul, Papua New Guinea",Oceania,Papua New Guinea
"M 6.6 - 56 km WSW of Linqiong, China",6.6,2013-04-20 00:02:00,8,red,No,0,2083,us,0,mww,14,30.308,102.888,"Linqiong, China",Asia,China
"M 7.2 - 252 km ENE of Kurilâ€™sk, Russia",7.2,2013-04-19 03:05:00,5,green,Yes,1,804,us,0,mww,110,46.221,150.788,"Kurilâ€™sk, Russia",Asia,Japan
"M 6.6 - 23 km ESE of Aitape, Papua New Guinea",6.6,2013-04-16 22:55:00,7,green,Yes,1,672,us,0,mww,13,-3.214,142.542,"Aitape, Papua New Guinea",Oceania,Papua New Guinea
"M 7.7 - 79 km ESE of Kh?sh, Iran",7.7,2013-04-16 10:44:00,8,yellow,No,0,1421,us,0,mww,80,28.033,61.996,"Kh?sh, Iran",Asia,"Iran, Islamic Republic of"
"M 6.6 - 98 km W of Panguna, Papua New Guinea",6.6,2013-04-14 01:32:00,0,green,Yes,1,670,us,0,mww,31,-6.475,154.607,"Panguna, Papua New Guinea",Oceania,Papua New Guinea
"M 7.0 - 260 km WSW of Abepura, Indonesia",7,2013-04-06 04:42:00,3,green,Yes,1,755,us,0,mww,66,-3.517,138.476,"Abepura, Indonesia",Asia,Indonesia
"M 6.5 - 36 km E of Finschhafen, Papua New Guinea",6.5,2013-03-10 22:51:00,0,green,Yes,1,650,us,0,mww,28,-6.598,148.174,"Finschhafen, Papua New Guinea",Oceania,Papua New Guinea
"M 6.5 - 87 km SE of Ozernovskiy, Russia",6.5,2013-03-01 13:20:00,3,green,No,0,651,us,0,mww,29,50.958,157.408,"Ozernovskiy, Russia",Asia,Russian Federation
"M 6.9 - 81 km SE of Ozernovskiy, Russia",6.9,2013-02-28 14:05:00,5,green,Yes,1,736,us,0,mww,41,50.954,157.283,"Ozernovskiy, Russia",Asia,Russian Federation
"M 6.6 - 183 km SW of Belaya Gora, Russia",6.6,2013-02-14 13:13:00,0,green,Yes,1,670,us,0,mww,11,67.631,142.508,"Belaya Gora, Russia",Asia,Russian Federation
"M 6.6 - 30 km SSW of Lata, Solomon Islands",6.6,2013-02-09 21:02:00,0,green,Yes,1,670,us,0,mww,18,-10.994,165.741,"Lata, Solomon Islands",Oceania,Solomon Islands
"M 6.9 - 2 km NNE of Yacuanquer, Colombia",6.9,2013-02-09 14:16:00,5,green,Yes,1,904,us,0,mww,145,1.135,-77.393,"Yacuanquer, Colombia",South America,Colombia
"M 7.1 - 32 km SE of Lata, Solomon Islands",7.1,2013-02-08 15:26:00,9,green,Yes,1,780,us,0,mww,21,-10.928,166.018,"Lata, Solomon Islands",Oceania,Solomon Islands
"M 6.8 - 22 km ESE of Lata, Solomon Islands",6.8,2013-02-08 11:12:00,0,green,Yes,1,711,us,0,mww,12,-10.838,165.969,"Lata, Solomon Islands",Oceania,Solomon Islands
"M 6.7 - 33 km SSW of Lata, Solomon Islands",6.7,2013-02-07 18:59:00,0,green,Yes,1,691,us,0,mww,11,-10.997,165.655,"Lata, Solomon Islands",Oceania,Solomon Islands
"M 7.0 - 33 km NW of Lata, Solomon Islands",7,2013-02-06 01:54:00,0,green,No,0,754,us,0,mww,8.8,-10.499,165.588,"Lata, Solomon Islands",Oceania,Solomon Islands
"M 7.1 - 112 km WSW of Lata, Solomon Islands",7.1,2013-02-06 01:23:00,0,green,No,0,776,us,0,mww,10,-11.183,164.882,"Lata, Solomon Islands",Oceania,Solomon Islands
"M 8.0 - 75 km W of Lata, Solomon Islands",8,2013-02-06 01:12:00,8,green,Yes,1,993,us,0,mww,24,-10.799,165.114,"Lata, Solomon Islands",Oceania,Solomon Islands
"M 6.9 - 18 km SSW of Obihiro, Japan",6.9,2013-02-02 14:17:00,6,yellow,No,0,814,us,0,mww,107,42.77,143.092,"Obihiro, Japan",Asia,Japan
"M 6.8 - 54 km N of Vallenar, Chile",6.8,2013-01-30 20:15:00,6,green,No,0,771,us,0,mww,45,-28.094,-70.653,"Vallenar, Chile",South America,Chile
"M 7.5 - 110 km SW of Edna Bay, Alaska",7.5,2013-01-05 08:58:00,6,,No,0,1425,ak,0,mw,8.7,55.228,-134.859,"Edna Bay, Alaska",North America,United States
"M 6.7 - 59 km SSW of Sola, Vanuatu",6.7,2012-12-21 22:28:00,0,,No,0,691,us,0,mww,200.7,-14.344,167.286,"Sola, Vanuatu",Oceania,Vanuatu
M 7.1 - Banda Sea,7.1,2012-12-10 16:53:00,5,,No,0,843,us,0,mww,155,-6.533,129.825,Banda Sea,Asia,Indonesia
"M 7.3 - 234 km SE of ?funato, Japan",7.3,2012-12-07 08:18:00,6,,No,0,1014,us,0,mww,31,37.89,143.949,"?funato, Japan",Asia,Japan
"M 6.5 - 32 km SW of Champerico, Guatemala",6.5,2012-11-11 22:14:00,4,,No,0,708,us,0,mww,20,14.129,-92.164,"Champerico, Guatemala",North America,Guatemala
"M 6.8 - 51 km NNE of Shwebo, Myanmar",6.8,2012-11-11 01:12:00,7,,No,0,795,us,0,mww,13.7,23.005,95.885,"Shwebo, Myanmar",Asia,Myanmar
"M 7.4 - 33 km S of Champerico, Guatemala",7.4,2012-11-07 16:35:00,8,yellow,No,0,1455,us,0,mww,24,13.988,-91.895,"Champerico, Guatemala",North America,Guatemala
"M 7.8 - 206 km SW of Prince Rupert, Canada",7.8,2012-10-28 03:04:00,8,,No,0,1726,us,0,mww,14,52.788,-132.101,"Prince Rupert, Canada",North America,Canada
M 6.5 - Costa Rica,6.5,2012-10-24 00:45:00,6,,No,0,745,us,0,mww,17,10.086,-85.298,Costa Rica,North America,Costa Rica
"M 6.6 - 163 km ENE of Tual, Indonesia",6.6,2012-10-12 00:31:00,3,,No,0,675,us,0,mww,13,-4.892,134.03,"Tual, Indonesia",Asia,Indonesia
"M 7.3 - 11 km WNW of San AgustÃ­n, Colombia",7.3,2012-09-30 16:31:00,7,,No,0,1221,us,0,mww,170,1.929,-76.362,"San AgustÃ­n, Colombia",South America,Colombia
"M 7.6 - 11 km ENE of Hojancha, Costa Rica",7.6,2012-09-05 14:42:00,8,,No,0,1555,us,0,mww,35,10.085,-85.315,"Hojancha, Costa Rica",North America,Costa Rica
"M 7.6 - 89 km E of Sulangan, Philippines",7.6,2012-08-31 12:47:00,8,,No,0,1115,us,0,mww,28,10.811,126.638,"Sulangan, Philippines",Asia,Philippines
"M 7.3 - 126 km S of Puerto El Triunfo, El Salvador",7.3,2012-08-27 04:37:00,5,,No,0,994,us,0,mww,28,12.139,-88.59,"Puerto El Triunfo, El Salvador",North America,El Salvador
"M 6.6 - 140 km WNW of Tobelo, Indonesia",6.6,2012-08-26 15:05:00,4,,No,0,678,us,0,mww,91.1,2.19,126.837,"Tobelo, Indonesia",Asia,Indonesia
"M 7.7 - 156 km ENE of Poronaysk, Russia",7.7,2012-08-14 02:59:00,7,,No,0,941,us,0,mww,583.2,49.8,145.064,"Poronaysk, Russia",Europe,Russian Federation
"M 6.5 - 105 km ESE of Kokopo, Papua New Guinea",6.5,2012-07-28 20:03:00,5,,No,0,653,us,0,mww,41,-4.651,153.173,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
"M 6.6 - 76 km W of Neiafu, Tonga",6.6,2012-04-28 10:08:00,4,,No,0,675,us,0,mww,134.7,-18.685,-174.705,"Neiafu, Tonga",Oceania,Tonga
"M 6.7 - 86 km SSE of Manokwari, Indonesia",6.7,2012-04-21 01:16:00,0,,No,0,691,us,0,mww,16,-1.617,134.276,"Manokwari, Indonesia",Asia,Indonesia
"M 6.8 - 140 km N of Lae, Papua New Guinea",6.8,2012-04-17 07:13:00,6,,No,0,732,us,0,mww,198,-5.462,147.117,"Lae, Papua New Guinea",Oceania,Papua New Guinea
"M 6.7 - 22 km NW of Hacienda La Calera, Chile",6.7,2012-04-17 03:50:00,0,,No,0,691,us,0,mww,29,-32.625,-71.365,"Hacienda La Calera, Chile",South America,Chile
"M 7.0 - 69 km ENE of San Luis, Mexico",7,2012-04-12 07:15:00,7,,No,0,1000,us,0,mww,13,28.696,-113.104,"San Luis, Mexico",North America,Mexico
"M 6.5 - 41 km NW of El Habillal, Mexico",6.5,2012-04-11 22:55:00,7,,No,0,1171,us,0,mwb,20,18.229,-102.689,"El Habillal, Mexico",North America,Mexico
M 8.2 - off the west coast of northern Sumatra,8.2,2012-04-11 10:43:00,9,green,No,0,1213,us,0,mwc,25.1,0.802,92.463,off the west coast of northern Sumatra,Asia,Indonesia
M 8.6 - off the west coast of northern Sumatra,8.6,2012-04-11 08:38:00,9,yellow,No,0,2048,official,0,mw,20,2.327,93.063,off the west coast of northern Sumatra,Asia,Indonesia
"M 7.1 - 23 km NE of ConstituciÃ³n, Chile",7.1,2012-03-25 22:37:00,7,,No,0,1496,us,0,mww,40.7,-35.2,-72.217,"ConstituciÃ³n, Chile",South America,Chile
"M 6.6 - 11 km ENE of Kainantu, Papua New Guinea",6.6,2012-03-21 22:15:00,6,,No,0,709,us,0,mww,118,-6.242,145.955,"Kainantu, Papua New Guinea",Oceania,Papua New Guinea
"M 7.4 - 6 km E of Santiago Llano Grande, Mexico",7.4,2012-03-20 18:02:00,9,,No,0,1752,us,0,mww,20,16.493,-98.231,"Santiago Llano Grande, Mexico",North America,Mexico
"M 6.7 - 38 km NE of Saryg-Sep, Russia",6.7,2012-02-26 06:17:00,7,,No,0,833,us,0,mww,12,51.708,95.991,"Saryg-Sep, Russia",Asia,Russian Federation
"M 6.7 - 2 km NNE of Jimalalud, Philippines",6.7,2012-02-06 03:49:00,9,,No,0,1551,us,0,mww,11,9.999,123.206,"Jimalalud, Philippines",Asia,Philippines
"M 7.1 - 125 km W of Port-Vila, Vanuatu",7.1,2012-02-02 13:34:00,5,,No,0,793,us,0,mww,23,-17.827,167.133,"Port-Vila, Vanuatu",Oceania,Vanuatu
M 7.2 - off the west coast of northern Sumatra,7.2,2012-01-10 18:36:00,4,,No,0,838,us,0,mww,19,2.433,93.21,off the west coast of northern Sumatra,Asia,Indonesia
"M 6.6 - 45 km NNE of Saryg-Sep, Russia",6.6,2011-12-27 15:21:00,0,,No,0,670,us,0,mww,15,51.842,95.911,"Saryg-Sep, Russia",Asia,Russian Federation
"M 7.1 - 25 km SSE of Wau, Papua New Guinea",7.1,2011-12-14 05:04:00,6,,No,0,834,us,0,mww,135,-7.551,146.809,"Wau, Papua New Guinea",Oceania,Papua New Guinea
"M 6.5 - 6 km SSW of Nuevo Balsas, Mexico",6.5,2011-12-11 01:47:00,8,,No,0,1400,us,0,mww,59,17.986,-99.789,"Nuevo Balsas, Mexico",North America,Mexico
"M 6.9 - 39 km SW of Santiago, Peru",6.9,2011-10-28 18:54:00,6,,No,0,847,us,0,mww,24,-14.438,-75.966,"Santiago, Peru",South America,Peru
"M 7.1 - 27 km NNE of Van, Turkey",7.1,2011-10-23 10:41:00,9,,No,0,1096,us,0,mww,18,38.721,43.508,"Van, Turkey",Asia,Türkiye
"M 6.5 - 4 km ESE of Finschhafen, Papua New Guinea",6.5,2011-10-14 03:35:00,3,,No,0,655,us,0,mww,37,-6.57,147.881,"Finschhafen, Papua New Guinea",Oceania,Papua New Guinea
"M 6.9 - 43 km NW of Mangan, India",6.9,2011-09-18 12:40:00,8,,No,0,1562,us,0,mww,50,27.73,88.155,"Mangan, India",Asia,India
"M 6.7 - 99 km NE of Miyako, Japan",6.7,2011-09-16 19:26:00,5,,No,0,712,us,0,mwc,30,40.273,142.779,"Miyako, Japan",Asia,Japan
"M 6.7 - 68 km WSW of Kabanjahe, Indonesia",6.7,2011-09-05 17:55:00,5,,No,0,915,us,0,mww,91,2.965,97.893,"Kabanjahe, Indonesia",Asia,Indonesia
"M 7.0 - 133 km SSE of Isangel, Vanuatu",7,2011-09-03 22:55:00,7,,No,0,761,us,0,mww,185.1,-20.671,169.716,"Isangel, Vanuatu",Oceania,Vanuatu
"M 7.0 - 64 km ESE of Contamana, Peru",7,2011-08-24 17:46:00,6,,No,0,913,us,0,mww,147,-7.641,-74.525,"Contamana, Peru",South America,Peru
"M 7.1 - 64 km S of Port-Vila, Vanuatu",7.1,2011-08-20 18:19:00,5,,No,0,787,us,0,mww,28,-18.311,168.218,"Port-Vila, Vanuatu",Oceania,Vanuatu
"M 6.5 - 65 km SSW of Port-Vila, Vanuatu",6.5,2011-08-20 17:13:00,0,,No,0,650,us,0,mwc,35,-18.308,168.156,"Port-Vila, Vanuatu",Oceania,Vanuatu
"M 7.2 - 71 km SSW of Port-Vila, Vanuatu",7.2,2011-08-20 16:55:00,8,,No,0,813,us,0,mww,32,-18.365,168.143,"Port-Vila, Vanuatu",Oceania,Vanuatu
"M 6.6 - 103 km NE of Angoram, Papua New Guinea",6.6,2011-07-31 23:38:00,3,,No,0,674,us,0,mww,10,-3.518,144.828,"Angoram, Papua New Guinea",Oceania,Papua New Guinea
M 7.6 - Kermadec Islands region,7.6,2011-07-06 19:03:00,3,,No,0,893,us,0,mww,17,-29.539,-176.34,Kermadec Islands region,Oceania,Tonga
"M 6.7 - 41 km NNE of Miyako, Japan",6.7,2011-06-22 21:50:00,6,,No,0,749,us,0,mww,33,39.955,142.205,"Miyako, Japan",Asia,Japan
"M 6.8 - 124 km NE of WÃ©, New Caledonia",6.8,2011-05-10 08:55:00,4,,No,0,734,us,0,mww,11,-20.244,168.226,"WÃ©, New Caledonia",Oceania,New Caledonia
"M 6.8 - 79 km W of Kirakira, Solomon Islands",6.8,2011-04-23 04:16:00,5,,No,0,719,us,0,mww,79,-10.375,161.2,"Kirakira, Solomon Islands",Oceania,Solomon Islands
"M 6.6 - 17 km SSW of Ishikawa, Japan",6.6,2011-04-11 08:16:00,7,,No,0,822,us,0,mww,11,37.001,140.401,"Ishikawa, Japan",Asia,Japan
